species,phenophase,year,month,day,date,scores,labels
香茶藨子,EOS,2007,11,5,309,1.0,0
香茶藨子,EOS,2005,11,8,312,2.0,0
香茶藨子,EOS,1983,11,8,312,2.0,0
香茶藨子,EOS,2004,11,9,314,2.0,0
香茶藨子,EOS,2003,11,11,315,1.0,0
香茶藨子,EOS,2017,11,12,316,2.0,0
鸡树条荚蒾,EOS,1985,10,7,280,9.0,1
鸡树条荚蒾,EOS,1978,10,8,281,8.0,1
鸡树条荚蒾,EOS,1979,10,16,289,3.0,0
鸡树条荚蒾,EOS,1984,10,15,289,3.0,0
鸡树条荚蒾,EOS,2018,10,19,292,1.0,0
鸡树条荚蒾,EOS,1975,10,19,292,1.0,0
鸡树条荚蒾,EOS,1965,10,20,293,1.0,0
鸡树条荚蒾,EOS,1986,10,21,294,1.0,0
鸡树条荚蒾,EOS,1987,10,21,294,1.0,0
鸡树条荚蒾,EOS,2014,10,22,295,1.0,0
鸡树条荚蒾,EOS,1983,10,23,296,0.0,0
鸡树条荚蒾,EOS,2003,10,23,296,0.0,0
鸡树条荚蒾,EOS,2009,10,23,296,0.0,0
鸡树条荚蒾,EOS,1988,10,23,297,1.0,0
鸡树条荚蒾,EOS,2013,10,25,298,1.0,0
鸡树条荚蒾,EOS,2004,10,25,299,2.0,0
鸡树条荚蒾,EOS,2016,10,27,301,2.0,0
鸡树条荚蒾,EOS,2005,10,28,301,2.0,0
鸡树条荚蒾,EOS,2012,10,29,303,1.0,0
鸡树条荚蒾,EOS,2008,10,29,303,1.0,0
鸡树条荚蒾,EOS,2017,10,31,304,1.0,0
鸡树条荚蒾,EOS,2011,11,2,306,2.0,0
鸡树条荚蒾,EOS,2010,11,4,308,2.0,0
鸡树条荚蒾,EOS,2006,11,5,309,3.0,0
鸡树条荚蒾,EOS,2007,11,10,314,6.0,0
黄刺玫,EOS,1985,10,24,297,5.0,0
黄刺玫,EOS,2010,10,25,298,4.0,0
黄刺玫,EOS,2009,10,29,302,4.0,0
黄刺玫,EOS,1983,11,2,306,3.0,0
黄刺玫,EOS,2004,11,2,307,2.0,0
黄刺玫,EOS,2005,11,5,309,1.0,0
黄刺玫,EOS,2007,11,6,310,1.0,0
黄刺玫,EOS,2008,11,5,310,1.0,0
黄刺玫,EOS,2016,11,6,311,1.0,0
黄刺玫,EOS,2003,11,11,315,5.0,0
黄檗,EOS,2006,10,2,275,2.0,1
黄檗,EOS,1975,10,3,276,1.0,0
黄檗,EOS,1979,10,4,277,1.0,0
黄檗,EOS,1985,10,4,277,1.0,0
黄檗,EOS,1984,10,4,278,0.0,0
黄檗,EOS,1987,10,5,278,0.0,0
黄檗,EOS,1988,10,4,278,0.0,0
黄檗,EOS,1983,10,7,280,1.0,0
黄檗,EOS,2013,10,7,280,1.0,0
黄檗,EOS,2003,10,8,281,1.0,0
黄檗,EOS,2010,10,8,281,1.0,0
黄檗,EOS,2004,10,8,282,1.0,0
黄檗,EOS,2014,10,9,282,1.0,0
黄檗,EOS,2018,10,10,283,1.0,0
黄檗,EOS,1986,10,10,283,1.0,0
黄檗,EOS,2008,10,10,284,0.0,0
黄檗,EOS,2005,10,11,284,0.0,0
黄檗,EOS,2017,10,11,284,0.0,0
黄檗,EOS,2012,10,13,287,0.0,0
黄檗,EOS,1978,10,14,287,0.0,0
黄檗,EOS,1965,10,14,287,0.0,0
黄檗,EOS,2016,10,14,288,1.0,0
黄檗,EOS,2007,10,15,288,1.0,0
黑桦,EOS,2016,10,9,283,10.0,1
黑桦,EOS,2014,10,19,292,2.0,0
黑桦,EOS,2009,10,20,293,1.0,0
黑桦,EOS,2008,10,20,294,1.0,0
黑桦,EOS,2018,10,21,294,1.0,0
黑桦,EOS,2003,10,23,296,1.0,0
黑桦,EOS,2004,10,23,297,1.0,0
黑桦,EOS,2011,10,24,297,1.0,0
黑桦,EOS,2006,10,25,298,1.0,0
黑桦,EOS,2012,10,27,301,3.0,0
黑桦,EOS,2005,10,31,304,4.0,0
黑桦,EOS,2010,11,4,308,4.0,0
黑桦,EOS,2013,11,4,308,4.0,0
黑桦,EOS,2007,11,10,314,6.0,0
黒榆,EOS,1984,9,30,274,4.0,0
黒榆,EOS,1985,10,3,276,2.0,0
黒榆,EOS,1986,10,5,278,2.0,0
黒榆,EOS,2010,10,6,279,1.0,0
黒榆,EOS,1973,10,7,280,1.0,0
黒榆,EOS,1965,10,8,281,1.0,0
黒榆,EOS,2017,10,9,282,2.0,0
黒榆,EOS,2007,10,11,284,1.0,0
黒榆,EOS,2009,10,12,285,0.0,0
黒榆,EOS,2005,10,12,285,0.0,0
黒榆,EOS,2018,10,12,285,0.0,0
黒榆,EOS,1975,10,12,285,0.0,0
黒榆,EOS,1979,10,12,285,0.0,0
黒榆,EOS,2008,10,16,290,1.0,0
黒榆,EOS,1983,10,18,291,1.0,0
黒榆,EOS,2003,10,18,291,1.0,0
黒榆,EOS,2006,10,21,294,1.0,0
黒榆,EOS,1978,10,21,294,1.0,0
黒榆,EOS,2016,10,21,295,1.0,0
黒榆,EOS,2004,10,28,302,7.0,0
黒榆,EOS,1987,10,30,303,8.0,1
龙须柳,EOS,2008,10,20,294,5.0,0
龙须柳,EOS,1987,10,25,298,1.0,0
龙须柳,EOS,2006,10,26,299,1.0,0
龙须柳,EOS,1986,10,26,299,1.0,0
龙须柳,EOS,2010,10,27,300,1.0,0
龙须柳,EOS,2013,10,28,301,1.0,0
龙须柳,EOS,2009,10,28,301,1.0,0
龙须柳,EOS,2007,11,1,305,1.0,0
龙须柳,EOS,1983,11,2,306,0.0,0
龙须柳,EOS,2005,11,2,306,0.0,0
龙须柳,EOS,2004,11,1,306,0.0,0
龙须柳,EOS,2011,11,3,307,1.0,0
龙须柳,EOS,2014,11,4,308,2.0,0
龙须柳,EOS,2016,11,6,311,3.0,0
龙须柳,EOS,2017,11,7,311,3.0,0
龙须柳,EOS,2003,11,10,314,3.0,0
东北山梅花,FFD,2008,5,12,133,9.0,1
东北山梅花,FFD,2013,5,19,139,5.0,1
东北山梅花,FFD,2018,5,22,142,2.0,0
东北山梅花,FFD,2017,5,24,144,1.0,0
东北山梅花,FFD,1975,5,24,144,1.0,0
东北山梅花,FFD,2009,5,25,145,1.0,0
东北山梅花,FFD,2014,5,26,146,2.0,0
东北山梅花,FFD,2016,5,27,148,2.0,0
东北山梅花,FFD,1983,5,29,149,2.0,0
东北山梅花,FFD,2003,5,31,151,1.0,0
东北山梅花,FFD,2004,5,30,151,1.0,0
东北山梅花,FFD,1984,5,31,152,1.0,0
东北山梅花,FFD,2007,6,1,152,1.0,0
东北山梅花,FFD,2010,6,2,153,1.0,0
东北山梅花,FFD,1978,6,3,154,1.0,0
东北山梅花,FFD,1979,6,3,154,1.0,0
东北山梅花,FFD,2011,6,4,155,0.0,0
东北山梅花,FFD,2005,6,4,155,0.0,0
东北山梅花,FFD,1974,6,4,155,0.0,0
东北山梅花,FFD,1973,6,4,155,0.0,0
东北山梅花,FFD,1987,6,4,155,0.0,0
东北山梅花,FFD,2012,6,4,156,0.0,0
东北山梅花,FFD,1988,6,4,156,0.0,0
东北山梅花,FFD,2006,6,5,156,0.0,0
东北山梅花,FFD,1965,6,6,157,1.0,0
东北扁核木,FFD,2014,4,24,114,2.0,0
东北扁核木,FFD,2008,4,24,115,1.0,0
东北扁核木,FFD,2003,4,26,116,1.0,0
东北扁核木,FFD,2018,4,26,116,1.0,0
东北扁核木,FFD,2015,4,27,117,1.0,0
东北扁核木,FFD,2017,4,28,118,2.0,0
东北扁核木,FFD,1983,4,30,120,2.0,0
东北扁核木,FFD,2016,4,30,121,1.0,0
东北扁核木,FFD,2009,5,2,122,1.0,0
东北扁核木,FFD,1985,5,3,123,1.0,0
东北扁核木,FFD,2004,5,2,123,1.0,0
东北扁核木,FFD,2007,5,4,124,1.0,0
东北扁核木,FFD,1986,5,5,125,1.0,0
东北扁核木,FFD,2012,5,4,125,1.0,0
东北扁核木,FFD,2006,5,8,128,1.0,0
东北扁核木,FFD,1987,5,9,129,0.0,0
东北扁核木,FFD,2011,5,9,129,0.0,0
东北扁核木,FFD,2013,5,9,129,0.0,0
东北扁核木,FFD,2005,5,10,130,1.0,0
东北扁核木,FFD,1984,5,11,132,3.0,0
东北扁核木,FFD,2010,5,17,137,7.0,1
东北白桦,FFD,2008,4,19,110,9.0,1
东北白桦,FFD,2018,4,25,115,5.0,0
东北白桦,FFD,1975,4,29,119,3.0,0
东北白桦,FFD,2017,4,30,120,2.0,0
东北白桦,FFD,1986,5,2,122,1.0,0
东北白桦,FFD,2016,5,1,122,1.0,0
东北白桦,FFD,2007,5,3,123,1.0,0
东北白桦,FFD,1983,5,4,124,1.0,0
东北白桦,FFD,2015,5,5,125,1.0,0
东北白桦,FFD,1973,5,6,126,1.0,0
东北白桦,FFD,2004,5,5,126,1.0,0
东北白桦,FFD,1985,5,7,127,1.0,0
东北白桦,FFD,2006,5,8,128,2.0,0
东北白桦,FFD,1984,5,9,130,1.0,0
东北白桦,FFD,1979,5,11,131,1.0,0
东北白桦,FFD,2005,5,11,131,1.0,0
东北白桦,FFD,1978,5,12,132,1.0,0
东北白桦,FFD,1987,5,12,132,1.0,0
东北白桦,FFD,1988,5,12,133,1.0,0
东北白桦,FFD,1974,5,14,134,2.0,0
东北白桦,FFD,1965,5,16,136,3.0,0
东北连翘,FFD,2014,4,10,100,4.0,1
东北连翘,FFD,2003,4,11,101,3.0,0
东北连翘,FFD,2009,4,14,104,0.0,0
东北连翘,FFD,2004,4,13,104,0.0,0
东北连翘,FFD,2017,4,14,104,0.0,0
东北连翘,FFD,2016,4,14,105,1.0,0
东北连翘,FFD,1983,4,16,106,1.0,0
东北连翘,FFD,2011,4,16,106,1.0,0
东北连翘,FFD,1975,4,17,107,1.0,0
东北连翘,FFD,1985,4,18,108,1.0,0
东北连翘,FFD,2008,4,17,108,1.0,0
东北连翘,FFD,2018,4,19,109,1.0,0
东北连翘,FFD,1987,4,20,110,1.0,0
东北连翘,FFD,2012,4,19,110,1.0,0
东北连翘,FFD,2005,4,22,112,2.0,0
东北连翘,FFD,2007,4,22,112,2.0,0
东北连翘,FFD,2006,4,25,115,1.0,0
东北连翘,FFD,1974,4,26,116,0.0,0
东北连翘,FFD,1973,4,26,116,0.0,0
东北连翘,FFD,1988,4,25,116,0.0,0
东北连翘,FFD,1986,4,26,116,0.0,0
东北连翘,FFD,1984,4,26,117,1.0,0
东北连翘,FFD,1965,4,28,118,2.0,0
东北连翘,FFD,2013,4,30,120,3.0,0
东北连翘,FFD,2010,5,3,123,5.0,1
东陵八仙花,FFD,2009,6,1,152,4.0,0
东陵八仙花,FFD,2003,6,5,156,2.0,0
东陵八仙花,FFD,2005,6,5,156,2.0,0
东陵八仙花,FFD,2018,6,7,158,1.0,0
东陵八仙花,FFD,2004,6,7,159,1.0,0
东陵八仙花,FFD,2006,6,8,159,1.0,0
东陵八仙花,FFD,2017,6,11,162,2.0,0
东陵八仙花,FFD,2010,6,12,163,1.0,0
东陵八仙花,FFD,2007,6,13,164,2.0,0
偃伏梾木,FFD,2009,5,12,132,3.0,0
偃伏梾木,FFD,2008,5,13,134,1.0,0
偃伏梾木,FFD,2007,5,15,135,1.0,0
偃伏梾木,FFD,2018,5,15,135,1.0,0
偃伏梾木,FFD,2003,5,16,136,1.0,0
偃伏梾木,FFD,2017,5,16,136,1.0,0
偃伏梾木,FFD,2004,5,20,141,3.0,0
偃伏梾木,FFD,2006,5,23,143,2.0,0
偃伏梾木,FFD,2010,5,24,144,1.0,0
偃伏梾木,FFD,2005,5,25,145,2.0,0
光叶山楂,FFD,2017,5,4,124,1.0,0
光叶山楂,FFD,2003,5,5,125,1.0,0
光叶山楂,FFD,2018,5,5,125,1.0,0
光叶山楂,FFD,2009,5,7,127,2.0,0
光叶山楂,FFD,2008,5,9,130,3.0,0
光叶山楂,FFD,1987,5,13,133,0.0,0
光叶山楂,FFD,2004,5,12,133,0.0,0
光叶山楂,FFD,2007,5,13,133,0.0,0
光叶山楂,FFD,2006,5,16,136,3.0,0
光叶山楂,FFD,2005,5,18,138,3.0,0
光叶山楂,FFD,2010,5,21,141,5.0,1
关东丁香,FFD,2008,5,9,130,6.0,1
关东丁香,FFD,2018,5,13,133,3.0,0
关东丁香,FFD,2017,5,16,136,3.0,0
关东丁香,FFD,2009,5,18,138,2.0,0
关东丁香,FFD,2003,5,19,139,3.0,0
关东丁香,FFD,2007,5,25,145,2.0,0
关东丁香,FFD,2004,5,26,147,1.0,0
关东丁香,FFD,2005,5,27,147,1.0,0
关东丁香,FFD,2006,5,28,148,1.0,0
关东丁香,FFD,2010,6,1,152,5.0,0
兴安杜鹃,FFD,2014,4,9,99,5.0,1
兴安杜鹃,FFD,2008,4,13,104,4.0,0
兴安杜鹃,FFD,2003,4,14,104,4.0,0
兴安杜鹃,FFD,2011,4,18,108,2.0,0
兴安杜鹃,FFD,2017,4,18,108,2.0,0
兴安杜鹃,FFD,1983,4,20,110,0.0,0
兴安杜鹃,FFD,2004,4,19,110,0.0,0
兴安杜鹃,FFD,2018,4,20,110,0.0,0
兴安杜鹃,FFD,2012,4,20,111,1.0,0
兴安杜鹃,FFD,2016,4,20,111,1.0,0
兴安杜鹃,FFD,2009,4,22,112,1.0,0
兴安杜鹃,FFD,2005,4,25,115,1.0,0
兴安杜鹃,FFD,1985,4,26,116,1.0,0
兴安杜鹃,FFD,2007,4,26,116,1.0,0
兴安杜鹃,FFD,2006,4,29,119,1.0,0
兴安杜鹃,FFD,1986,4,29,119,1.0,0
兴安杜鹃,FFD,1987,4,30,120,0.0,0
兴安杜鹃,FFD,1984,4,29,120,0.0,0
兴安杜鹃,FFD,1988,4,29,120,0.0,0
兴安杜鹃,FFD,2013,5,3,123,3.0,0
兴安杜鹃,FFD,2010,5,4,124,4.0,0
兴安茶藨子,FFD,2017,5,4,124,4.0,1
兴安茶藨子,FFD,1985,5,8,128,1.0,0
兴安茶藨子,FFD,2018,5,8,128,1.0,0
兴安茶藨子,FFD,1986,5,9,129,1.0,0
兴安茶藨子,FFD,1983,5,10,130,1.0,0
兴安茶藨子,FFD,1987,5,11,131,2.0,0
兴安茶藨子,FFD,1973,5,15,135,2.0,0
兴安茶藨子,FFD,1965,5,17,137,1.0,0
兴安茶藨子,FFD,1984,5,16,137,1.0,0
兴安茶藨子,FFD,1974,5,18,138,1.0,0
刺榆,FFD,2008,4,28,119,9.0,1
刺榆,FFD,2014,5,3,123,5.0,1
刺榆,FFD,2018,5,8,128,2.0,0
刺榆,FFD,2009,5,8,128,2.0,0
刺榆,FFD,1975,5,10,130,2.0,0
刺榆,FFD,2017,5,12,132,2.0,0
刺榆,FFD,1985,5,14,134,1.0,0
刺榆,FFD,2003,5,15,135,1.0,0
刺榆,FFD,2004,5,14,135,1.0,0
刺榆,FFD,2006,5,16,136,1.0,0
刺榆,FFD,2013,5,18,138,1.0,0
刺榆,FFD,1983,5,18,138,1.0,0
刺榆,FFD,2016,5,18,139,1.0,0
刺榆,FFD,1963,5,20,140,0.0,0
刺榆,FFD,2005,5,20,140,0.0,0
刺榆,FFD,2007,5,20,140,0.0,0
刺榆,FFD,2012,5,20,141,1.0,0
刺榆,FFD,1979,5,22,142,1.0,0
刺榆,FFD,1978,5,22,142,1.0,0
刺榆,FFD,2011,5,23,143,1.0,0
刺榆,FFD,1984,5,23,144,1.0,0
刺榆,FFD,1973,5,24,144,1.0,0
刺榆,FFD,2010,5,25,145,1.0,0
刺榆,FFD,1974,5,25,145,1.0,0
刺榆,FFD,1965,5,26,146,1.0,0
刺榆,FFD,1986,5,29,149,4.0,0
刺玫蔷薇,FFD,2018,5,26,146,2.0,0
刺玫蔷薇,FFD,1985,5,28,148,2.0,0
刺玫蔷薇,FFD,1975,5,28,148,2.0,0
刺玫蔷薇,FFD,1984,5,31,152,4.0,1
刺玫蔷薇,FFD,1988,6,1,153,3.0,0
刺玫蔷薇,FFD,1983,6,5,156,1.0,0
刺玫蔷薇,FFD,1978,6,6,157,1.0,0
刺玫蔷薇,FFD,2016,6,5,157,1.0,0
刺玫蔷薇,FFD,1979,6,8,159,2.0,0
刺玫蔷薇,FFD,1987,6,8,159,2.0,0
刺玫蔷薇,FFD,1986,6,10,161,1.0,0
刺玫蔷薇,FFD,2015,6,10,161,1.0,0
刺玫蔷薇,FFD,2017,6,11,162,1.0,0
刺玫蔷薇,FFD,1965,6,13,164,3.0,0
华北卫矛,FFD,2003,6,5,156,4.0,1
华北卫矛,FFD,2018,6,6,157,3.0,0
华北卫矛,FFD,2014,6,9,160,2.0,0
华北卫矛,FFD,2015,6,11,162,2.0,0
华北卫矛,FFD,2009,6,11,162,2.0,0
华北卫矛,FFD,2017,6,13,164,1.0,0
华北卫矛,FFD,2016,6,13,165,0.0,0
华北卫矛,FFD,1986,6,14,165,0.0,0
华北卫矛,FFD,2013,6,14,165,0.0,0
华北卫矛,FFD,2004,6,13,165,0.0,0
华北卫矛,FFD,2008,6,14,166,1.0,0
华北卫矛,FFD,2007,6,16,167,0.0,0
华北卫矛,FFD,1984,6,15,167,0.0,0
华北卫矛,FFD,2006,6,16,167,0.0,0
华北卫矛,FFD,2010,6,17,168,0.0,0
华北卫矛,FFD,2005,6,17,168,0.0,0
华北卫矛,FFD,1965,6,17,168,0.0,0
华北卫矛,FFD,1987,6,19,170,1.0,0
华北卫矛,FFD,1985,6,19,170,1.0,0
华北卫矛,FFD,1988,6,19,171,1.0,0
华北卫矛,FFD,2011,6,21,172,2.0,0
单瓣黄刺玫,FFD,2008,5,8,129,3.0,0
单瓣黄刺玫,FFD,2017,5,11,131,1.0,0
单瓣黄刺玫,FFD,2009,5,12,132,1.0,0
单瓣黄刺玫,FFD,2018,5,12,132,1.0,0
单瓣黄刺玫,FFD,2004,5,14,135,3.0,0
单瓣黄刺玫,FFD,2003,5,16,136,4.0,0
单瓣黄刺玫,FFD,2006,5,20,140,3.0,0
单瓣黄刺玫,FFD,2007,5,22,142,2.0,0
单瓣黄刺玫,FFD,2005,5,23,143,3.0,0
单瓣黄刺玫,FFD,2010,5,26,146,4.0,0
南蛇藤,FFD,2018,6,2,153,2.0,0
南蛇藤,FFD,1978,6,4,155,2.0,0
南蛇藤,FFD,2017,6,4,155,2.0,0
南蛇藤,FFD,2016,6,5,157,2.0,0
南蛇藤,FFD,2015,6,8,159,1.0,0
南蛇藤,FFD,1979,6,9,160,1.0,0
南蛇藤,FFD,1985,6,9,160,1.0,0
南蛇藤,FFD,1984,6,9,161,1.0,0
南蛇藤,FFD,1983,6,11,162,1.0,0
南蛇藤,FFD,1986,6,11,162,1.0,0
南蛇藤,FFD,1965,6,16,167,5.0,0
卫矛,FFD,2014,5,5,125,2.0,0
卫矛,FFD,2017,5,6,126,1.0,0
卫矛,FFD,2015,5,7,127,1.0,0
卫矛,FFD,2018,5,8,128,1.0,0
卫矛,FFD,2008,5,7,128,1.0,0
卫矛,FFD,2009,5,10,130,1.0,0
卫矛,FFD,2003,5,11,131,1.0,0
卫矛,FFD,2016,5,10,131,1.0,0
卫矛,FFD,2007,5,12,132,1.0,0
卫矛,FFD,2004,5,12,133,2.0,0
卫矛,FFD,2006,5,16,136,3.0,1
卫矛,FFD,2013,5,17,137,2.0,0
卫矛,FFD,2012,5,18,139,2.0,0
卫矛,FFD,1987,5,21,141,2.0,0
卫矛,FFD,2011,5,22,142,1.0,0
卫矛,FFD,2010,5,23,143,1.0,0
卫矛,FFD,2005,5,24,144,2.0,0
叶底珠,FFD,2009,6,10,161,5.0,0
叶底珠,FFD,2014,6,14,165,2.0,0
叶底珠,FFD,2006,6,15,166,1.0,0
叶底珠,FFD,2013,6,16,167,0.0,0
叶底珠,FFD,2012,6,15,167,0.0,0
叶底珠,FFD,2008,6,15,167,0.0,0
叶底珠,FFD,1987,6,17,168,1.0,0
叶底珠,FFD,2018,6,19,170,2.0,0
叶底珠,FFD,1988,6,18,170,2.0,0
叶底珠,FFD,2010,6,21,172,1.0,0
叶底珠,FFD,1984,6,20,172,1.0,0
叶底珠,FFD,1986,6,22,173,1.0,0
叶底珠,FFD,1983,6,22,173,1.0,0
叶底珠,FFD,1985,6,23,174,1.0,0
叶底珠,FFD,2017,6,24,175,1.0,0
叶底珠,FFD,2005,6,25,176,2.0,0
叶底珠,FFD,2003,6,30,181,5.0,0
叶底珠,FFD,1963,6,30,181,5.0,0
叶底珠,FFD,2007,7,6,187,6.0,0
叶底珠,FFD,2011,7,10,191,10.0,1
土庄绣线菊,FFD,2017,5,10,130,1.0,0
土庄绣线菊,FFD,2018,5,11,131,0.0,0
土庄绣线菊,FFD,2014,5,11,131,0.0,0
土庄绣线菊,FFD,2009,5,11,131,0.0,0
土庄绣线菊,FFD,2008,5,11,132,1.0,0
土庄绣线菊,FFD,1985,5,16,136,4.0,1
土庄绣线菊,FFD,2013,5,20,140,0.0,0
土庄绣线菊,FFD,2012,5,19,140,0.0,0
土庄绣线菊,FFD,2006,5,20,140,0.0,0
土庄绣线菊,FFD,2007,5,21,141,1.0,0
土庄绣线菊,FFD,2004,5,22,143,1.0,0
土庄绣线菊,FFD,1984,5,22,143,1.0,0
土庄绣线菊,FFD,1983,5,24,144,1.0,0
土庄绣线菊,FFD,2010,5,25,145,1.0,0
土庄绣线菊,FFD,2011,5,25,145,1.0,0
土庄绣线菊,FFD,1986,5,26,146,1.0,0
土庄绣线菊,FFD,2005,5,26,146,1.0,0
土庄绣线菊,FFD,1987,5,28,148,2.0,0
大叶小檗,FFD,2018,5,12,132,2.0,0
大叶小檗,FFD,2015,5,13,133,1.0,0
大叶小檗,FFD,2017,5,14,134,1.0,0
大叶小檗,FFD,2016,5,14,135,1.0,0
大叶小檗,FFD,1985,5,16,136,1.0,0
大叶小檗,FFD,1983,5,17,137,2.0,0
大叶小檗,FFD,1987,5,19,139,1.0,0
大叶小檗,FFD,1984,5,19,140,1.0,0
大叶小檗,FFD,1986,5,20,140,1.0,0
大叶小檗,FFD,1965,5,27,147,7.0,1
小叶丁香,FFD,2018,5,17,137,2.0,0
小叶丁香,FFD,2009,5,19,139,2.0,0
小叶丁香,FFD,2017,5,19,139,2.0,0
小叶丁香,FFD,2003,5,22,142,2.0,0
小叶丁香,FFD,2008,5,22,143,1.0,0
小叶丁香,FFD,1988,5,23,144,1.0,0
小叶丁香,FFD,2004,5,24,145,1.0,0
小叶丁香,FFD,2005,5,26,146,1.0,0
小叶丁香,FFD,2006,5,27,147,1.0,0
小叶丁香,FFD,1987,5,28,148,1.0,0
小叶丁香,FFD,2007,5,28,148,1.0,0
小叶丁香,FFD,2010,6,1,152,4.0,1
小叶锦鸡儿,FFD,2018,5,13,133,4.0,1
小叶锦鸡儿,FFD,2017,5,14,134,3.0,0
小叶锦鸡儿,FFD,1985,5,17,137,3.0,0
小叶锦鸡儿,FFD,2016,5,18,139,2.0,0
小叶锦鸡儿,FFD,2015,5,20,140,3.0,0
小叶锦鸡儿,FFD,1988,5,22,143,2.0,0
小叶锦鸡儿,FFD,1984,5,23,144,1.0,0
小叶锦鸡儿,FFD,1983,5,25,145,0.0,0
小叶锦鸡儿,FFD,1986,5,25,145,0.0,0
小叶锦鸡儿,FFD,1987,5,25,145,0.0,0
小叶锦鸡儿,FFD,1978,5,25,145,0.0,0
小叶锦鸡儿,FFD,1965,5,26,146,0.0,0
小叶锦鸡儿,FFD,1973,5,26,146,0.0,0
小叶锦鸡儿,FFD,1974,5,26,146,0.0,0
小叶锦鸡儿,FFD,1979,5,27,147,1.0,0
山杏,FFD,2008,4,19,110,2.0,0
山杏,FFD,1983,4,21,111,1.0,0
山杏,FFD,2003,4,22,112,1.0,0
山杏,FFD,2014,4,23,113,1.0,0
山杏,FFD,1975,4,23,113,1.0,0
山杏,FFD,2018,4,25,115,2.0,0
山杏,FFD,2016,4,27,118,0.0,0
山杏,FFD,1985,4,28,118,0.0,0
山杏,FFD,2017,4,28,118,0.0,0
山杏,FFD,2009,4,30,120,2.0,0
山杏,FFD,1986,5,2,122,1.0,0
山杏,FFD,2007,5,2,122,1.0,0
山杏,FFD,2012,5,2,123,0.0,0
山杏,FFD,2004,5,2,123,0.0,0
山杏,FFD,1984,5,2,123,0.0,0
山杏,FFD,2011,5,4,124,1.0,0
山杏,FFD,1987,5,5,125,2.0,0
山杏,FFD,2006,5,7,127,1.0,0
山杏,FFD,1973,5,8,128,0.0,0
山杏,FFD,2013,5,8,128,0.0,0
山杏,FFD,1978,5,8,128,0.0,0
山杏,FFD,2005,5,9,129,1.0,0
山杏,FFD,1988,5,9,130,1.0,0
山杏,FFD,1965,5,10,130,1.0,0
山杏,FFD,1974,5,11,131,1.0,0
山杏,FFD,1979,5,14,134,3.0,1
山杏,FFD,2010,5,16,136,5.0,1
山桃稠李,FFD,2008,5,3,124,5.0,0
山桃稠李,FFD,2009,5,7,127,3.0,0
山桃稠李,FFD,1985,5,9,129,2.0,0
山桃稠李,FFD,2017,5,10,130,1.0,0
山桃稠李,FFD,1983,5,11,131,0.0,0
山桃稠李,FFD,2007,5,11,131,0.0,0
山桃稠李,FFD,2018,5,11,131,0.0,0
山桃稠李,FFD,1986,5,14,134,1.0,0
山桃稠李,FFD,2004,5,13,134,1.0,0
山桃稠李,FFD,1987,5,15,135,1.0,0
山桃稠李,FFD,2006,5,15,135,1.0,0
山桃稠李,FFD,1984,5,16,137,2.0,0
山桃稠李,FFD,2005,5,18,138,3.0,0
山桃稠李,FFD,2010,5,22,142,5.0,0
山梨,FFD,2008,4,19,110,4.0,0
山梨,FFD,2014,4,24,114,2.0,0
山梨,FFD,1975,4,24,114,2.0,0
山梨,FFD,2003,4,26,116,1.0,0
山梨,FFD,2018,4,27,117,0.0,0
山梨,FFD,1983,4,27,117,0.0,0
山梨,FFD,2017,4,27,117,0.0,0
山梨,FFD,2009,5,1,121,1.0,0
山梨,FFD,2004,4,30,121,1.0,0
山梨,FFD,2016,5,1,122,1.0,0
山梨,FFD,2007,5,3,123,1.0,0
山梨,FFD,2012,5,3,124,1.0,0
山梨,FFD,2011,5,5,125,2.0,0
山梨,FFD,1987,5,7,127,1.0,0
山梨,FFD,2006,5,7,127,1.0,0
山梨,FFD,1973,5,8,128,1.0,0
山梨,FFD,2005,5,9,129,1.0,0
山梨,FFD,1988,5,9,130,1.0,0
山梨,FFD,1984,5,9,130,1.0,0
山梨,FFD,1974,5,11,131,0.0,0
山梨,FFD,2013,5,11,131,0.0,0
山梨,FFD,1978,5,11,131,0.0,0
山梨,FFD,1965,5,12,132,1.0,0
山梨,FFD,2010,5,15,135,4.0,0
山楂,FFD,2018,5,16,136,2.0,0
山楂,FFD,1975,5,17,137,1.0,0
山楂,FFD,2008,5,17,138,1.0,0
山楂,FFD,2017,5,18,138,1.0,0
山楂,FFD,2009,5,19,139,1.0,0
山楂,FFD,1985,5,19,139,1.0,0
山楂,FFD,2003,5,21,141,2.0,0
山楂,FFD,1963,5,25,145,1.0,0
山楂,FFD,1983,5,25,145,1.0,0
山楂,FFD,1984,5,25,146,1.0,0
山楂,FFD,2004,5,25,146,1.0,0
山楂,FFD,2007,5,27,147,1.0,0
山楂,FFD,2006,5,28,148,1.0,0
山楂,FFD,1986,5,29,149,1.0,0
山楂,FFD,1987,5,30,150,0.0,0
山楂,FFD,2005,5,30,150,0.0,0
山楂,FFD,1978,5,30,150,0.0,0
山楂,FFD,1988,5,30,151,1.0,0
山楂,FFD,1965,6,1,152,1.0,0
山楂,FFD,2010,6,1,152,1.0,0
山槐,FFD,2003,6,19,170,2.0,0
山槐,FFD,1975,6,21,172,2.0,0
山槐,FFD,2012,6,20,172,2.0,0
山槐,FFD,1979,6,28,179,2.0,0
山槐,FFD,2010,6,28,179,2.0,0
山槐,FFD,2005,6,30,181,2.0,0
山槐,FFD,2017,6,30,181,2.0,0
